zipcode,mediansalary,Pop
4964,45369,155
4965,36984,"1,940"
4966,42237,"1,664"
4967,40015,"4,252"
4969,47500,"1,254"
4970,47160,"1,391"
4971,41800,"1,831"
4973,37682,"1,174"
4974,44347,"2,628"
4975,46685,55
4976,32826,"10,020"
4978,42838,734
4979,31340,964
4981,44347,"2,134"
4982,37237,660
4983,31691,"1,257"
4984,42959,529
4985,33194,90
4986,36570,"1,485"
4987,35360,971
4988,35623,"1,906"
4989,50389,"3,905"
4992,37792,84
5001,50513,"9,123"
5031,56378,218
5032,47983,"2,664"
5033,46075,"2,744"
5034,61010,310
5035,58256,638
5036,50640,"1,037"
5037,58256,560
5038,49363,"1,230"
5039,48125,"1,110"
5040,47602,471
5041,49226,354
5042,48983,605
5043,69667,937
5045,57135,"1,758"
5046,49402,"1,139"
5048,62212,"2,429"
5050,61786,146
5051,48009,"1,549"
5052,62212,348
5053,56378,332
5055,86458,"3,363"
5056,58256,567
5058,64997,346
5059,52356,874
5060,49700,"4,415"
5061,49230,"1,679"
5062,58256,702
5065,56378,"1,064"
5067,56378,258
5068,40141,"3,125"
5069,48772,555
5070,49363,484
5071,72355,324
5072,49363,526
5075,68061,"1,113"
5076,48125,412
5077,49363,"1,215"
5079,49363,730
5081,48009,550
5083,53668,151
5084,53068,140
5086,49442,793
5089,48659,"4,979"
5091,72113,"3,288"
5101,37968,"4,643"
5141,50602,112
5142,48274,680
5143,45893,"4,343"
5146,49816,750
5148,50715,"1,140"
5149,46105,"2,092"
5150,39984,831
5151,59811,"1,553"
5152,60370,448
5153,48274,687
5154,52404,661
5155,49285,828
5156,41948,"9,226"
5158,50617,"1,049"
5161,44840,552
5201,42005,"14,851"
5250,48886,"3,408"
5251,66367,"1,350"
5252,52375,274
5253,66266,685
5254,56793,273
5255,56809,"4,121"
5257,50151,"2,718"
5260,51434,459
5261,51434,"2,738"
5262,57352,"2,547"
5301,44422,"16,820"
5340,60370,763
5341,52589,407
5342,51123,581
5343,45185,917
5345,60935,"2,119"
5346,52798,"5,184"
5350,52375,763
5352,52375,824
5353,49816,"1,072"
5354,58968,"2,210"
5355,41836,813
5356,52589,717
5358,40000,148
5359,49199,594
5360,41849,251
5361,55761,947
5362,64643,127
5363,52039,"2,021"
5401,38543,"28,185"
5403,72279,"17,593"
5404,42911,"7,240"
5405,54637,"4,406"
5408,57785,"10,114"
5439,53438,"1,734"
5440,51475,"1,998"
5441,54231,958
5442,48831,339
5443,54791,"6,656"
5444,65586,"1,714"
5445,92431,"3,754"
5446,63458,"15,373"
5447,48517,79
5448,60979,"1,134"
5450,49027,"4,977"
5452,72871,"19,710"
5454,69359,"4,447"
5455,54231,"1,080"
5456,63438,"1,277"
5457,50268,"1,617"
5458,64727,"2,044"
5459,50273,"2,156"
5461,71881,"4,542"
5462,65450,"1,938"
5463,51475,471
5464,62244,"3,008"
5465,87127,"5,355"
5468,66199,"12,942"
5471,37812,896
5472,65164,"1,643"
5473,65521,"1,413"
5474,51475,803
5476,39921,"3,183"
5477,75916,"4,397"
5478,55763,"14,449"
5482,84405,"7,198"
5483,50733,"1,303"
5485,50273,93
5486,64727,"1,654"
5487,68025,"1,498"
5488,53652,"7,690"
5489,82263,"3,174"
5491,59347,"5,909"
5492,48831,682
5494,82210,"1,767"
5495,72348,"9,341"
5602,54524,"11,916"
5640,58393,161
5641,50043,"17,169"
5647,53706,"1,141"
5648,58393,423
5649,57955,574
5650,58393,"1,123"
5651,61402,"1,546"
5652,48831,776
5653,48831,547
5654,57658,970
5655,54813,"2,868"
5656,28409,"3,508"
5657,48689,56
5658,54137,"1,402"
5660,64531,"1,660"
5661,55474,"5,620"
5663,56102,"6,773"
5664,55961,80
5667,54631,"2,166"
5669,55730,634
5672,56250,"4,314"
5673,62562,"2,574"
5674,64514,"1,705"
5675,57055,"1,064"
5676,63664,"4,984"
5677,60452,"2,232"
5678,58869,163
5679,50516,"3,296"
5680,48859,"2,168"
5681,58393,458
5682,61718,"1,251"
5701,42778,"20,802"
5730,53187,302
5732,44623,708
5733,44363,"5,895"
5734,60369,"1,306"
5735,44078,"4,402"
5736,53468,684
5737,63625,875
5738,62566,"1,072"
5739,59927,"1,407"
5740,46515,25
5742,53187,597
5743,46220,"4,330"
5744,58157,533
5747,51378,280
5748,51378,323
5751,62708,811
5753,48922,"10,491"
5757,53955,832
5758,53187,784
5759,55802,"1,827"
5760,60074,"1,123"
5761,52391,"1,000"
5762,63625,542
5763,61796,"2,747"
5764,47008,"3,452"
5765,52598,"1,803"
5766,51378,572
5767,43265,"1,143"
5769,46395,"1,216"
5770,60344,"1,136"
5772,56378,713
5773,53513,"2,136"
5774,47224,"1,129"
5775,50761,623
5776,37135,714
5777,45097,"3,420"
5778,57752,733
5819,40064,"9,444"
5820,42076,662
5821,58841,"1,269"
5822,39240,"1,873"
5824,39519,"1,139"
5825,42411,191
5826,42112,983
5827,42111,309
5828,50111,"1,928"
5829,41846,"2,003"
5830,39377,"1,502"
5832,45123,982
5833,40357,273
5836,41573,"1,068"
5837,38273,353
5839,44803,775
5841,44803,425
5842,44053,522
5843,41026,"2,556"
5845,42076,"1,096"
5846,30256,"1,222"
5847,42076,879
5850,44861,231
5851,39882,"6,528"
5853,40357,711
5855,37931,"7,170"
5857,39685,"1,540"
5858,37234,368
5859,39673,"1,819"
5860,41020,"2,557"
5862,48833,356
5866,43052,732
5867,43052,899
5868,39673,364
5871,45404,"1,638"
5872,40320,789
5873,46255,675
5874,39673,505
5875,43419,454
5904,37234,267
5905,11885,264
5906,37234,"1,178"
6001,107974,"18,385"
6002,72180,"20,486"
6010,59700,"60,448"
6013,114992,"9,326"
6016,68764,"6,226"
6018,48038,"2,865"
6019,84996,"10,129"
6021,72000,314
6022,96563,163
6023,85990,"1,296"
6024,46417,647
6026,77596,"5,117"
6029,81892,"15,547"
6031,68674,"1,287"
6032,90956,"17,675"
6033,103875,"28,762"
6035,89957,"7,513"
6037,88662,"18,565"
6039,63587,"1,942"
6040,63871,"35,306"
6042,66288,"22,942"
6043,89426,"4,986"
6051,35037,"30,519"
6052,56008,"7,858"
6053,42717,"34,863"
6057,80718,"6,707"
6058,69160,"1,787"
6060,103451,"2,568"
6061,80718,169
6062,64756,"17,715"
6063,87656,"3,285"
6065,41049,413
6066,64308,"29,219"
6067,73415,"19,709"
6068,63481,"1,612"
6069,70104,"2,535"
6070,113662,"15,104"
6071,38226,"4,140"
6073,122539,"5,651"
6074,89054,"25,705"
6076,67166,"12,659"
6078,88786,"12,413"
6081,73387,"1,381"
6082,69603,"44,654"
6084,99136,"15,067"
6085,80443,"7,276"
6088,56500,"4,936"
6089,113010,"2,813"
6090,103971,"1,232"
6092,132753,"4,203"
6093,91401,"3,322"
6095,78615,"29,079"
6096,61164,"12,498"
6098,60975,"12,426"
6103,78380,"1,410"
6105,30369,"19,392"
6106,28397,"39,902"
6107,109321,"18,786"
6108,45956,"24,307"
6109,75131,"26,668"
6110,60017,"12,650"
6111,68426,"30,562"
6112,33646,"22,879"
6114,32542,"27,449"
6117,98210,"17,267"
6118,54927,"26,956"
6119,65178,"15,474"
6120,17588,"9,668"
6226,39367,"20,114"
6231,109760,"4,083"
6232,84274,"3,297"
6234,68849,"8,244"
6235,62679,"2,257"
6237,85891,"5,492"
6238,87706,"12,428"
6239,56968,"11,183"
6241,56867,"6,650"
6242,76222,"1,408"
6243,67167,60
6247,78385,"2,841"
6248,104374,"5,603"
6249,72431,"7,308"
6250,75917,"4,821"
6254,74226,"1,922"
6255,53496,"4,744"
6256,48689,"2,154"
6259,68817,"4,498"
6260,53919,"9,510"
6262,49327,586
6263,37569,345
6264,75417,166
6266,48689,495
6268,49247,"11,481"
6269,6124,"9,844"
6277,66186,"4,140"
6278,69634,"4,454"
6279,62500,"6,041"
6280,50480,"3,162"
6281,73780,"6,930"
6282,74000,"1,096"
6320,43512,"27,617"
6330,69039,"3,282"
6331,70907,"5,137"
6332,69896,258
6333,94582,"6,607"
6334,74921,"2,592"
6335,91722,"6,729"
6336,75000,84
6339,78714,"8,302"
6340,55494,"29,145"
6350,68241,67
6351,66237,"16,301"
6353,61151,162
6354,61220,"6,141"
6355,73348,"12,985"
6357,74262,"12,552"
6359,88835,"5,313"
6360,55148,"37,541"
6365,77377,"4,720"
6370,70109,"7,429"
6371,70734,"7,546"
6373,64500,345
6374,62599,"8,373"
6375,72114,"3,660"
6376,94583,57
6377,64500,"2,962"
6378,81317,"5,399"
6379,64043,"9,038"
6380,51875,"2,862"
6382,61471,"11,947"
6384,73714,"2,672"
6385,70585,"15,893"
6387,69896,213
6389,70841,41
6390,66193,289
6401,55905,"19,237"
6403,81214,"6,033"
6405,73114,"27,860"
6409,87480,693
6410,109266,"29,161"
6412,80185,"3,994"
6413,75328,"13,235"
6414,86322,214
6415,93010,"16,857"
6416,83209,"14,005"
6417,65250,"4,629"
6418,21949,"6,193"
6419,99500,"6,525"
6420,94975,"4,182"
6422,105417,"7,388"
6423,84881,"5,097"
6424,87165,"12,808"
6426,87480,"3,245"
6437,100221,"22,375"
6438,86179,"2,550"
6441,86179,"5,438"
6442,87480,"2,745"
6443,108242,"18,269"
6444,74671,370
6447,108232,"6,404"
6450,57812,"36,493"
6451,55010,"24,419"
6455,80392,"3,148"
6456,81586,295
6457,61247,"47,648"
6460,75882,"38,207"
6461,85922,"14,552"
6467,74671,157
6468,109050,"19,479"
6469,74867,"3,209"
6470,113409,"16,003"
6471,72098,"7,720"
6472,91801,"6,853"
6473,82993,"24,388"
6475,78292,"10,242"
6477,99808,"13,956"
6478,107564,"12,683"
6479,82358,"10,431"
6480,87894,"9,508"
6481,80392,"1,277"
6482,106422,"11,557"
6483,74432,"16,540"
6484,83298,"39,559"
6488,85449,"19,904"
6489,75279,"32,067"
6492,73757,"45,241"
6498,61082,"6,963"
6510,39877,"2,737"
6511,38749,"53,600"
6512,59713,"29,861"
6513,40943,"38,978"
6514,68112,"26,265"
6515,50865,"17,141"
6516,52565,"55,564"
6517,71991,"14,853"
6518,76569,"19,848"
6519,30676,"16,428"
6524,113720,"5,563"
6525,126317,"8,990"
6604,34905,"30,313"
6605,36529,"23,397"
6606,54154,"46,236"
6607,33843,"7,843"
6608,27565,"13,671"
6610,38042,"22,735"
6611,106365,"36,091"
6612,145432,"7,453"
6614,77092,"32,929"
6615,56700,"18,453"
6702,13814,"3,654"
6704,33458,"25,139"
6705,44223,"27,122"
6706,42257,"14,324"
6708,54204,"29,418"
6710,40176,"10,715"
6712,86948,"9,376"
6716,79520,"16,680"
6750,77128,"1,446"
6751,82899,"3,577"
6752,450,8
6754,84760,"1,699"
6755,98611,"1,133"
6756,76705,"2,853"
6757,68481,"2,258"
6758,81583,354
6759,78698,"5,720"
6762,99823,"7,561"
6763,81583,"2,033"
6770,59494,"31,975"
6776,87087,"26,889"
6777,71321,"1,733"
6778,82031,"1,378"
6779,67700,"8,324"
6782,74620,"2,376"
6783,97768,"2,228"
6784,114831,"3,689"
6785,68481,686
6786,72693,"9,867"
6787,66854,"7,975"
6790,49748,"36,482"
6791,91038,"5,666"
6793,67869,"1,140"
6794,68118,"1,065"
6795,87401,"14,144"
6796,78001,"1,009"
6798,78628,"9,984"
6801,87323,"18,581"
6804,111156,"16,466"
6807,151379,"7,150"
6810,56766,"49,482"
6811,93282,"31,400"
6812,101566,"13,881"
6820,184602,"20,732"
6824,139688,"33,900"
6825,103470,"21,123"
6830,137453,"24,027"
6831,144255,"14,792"
6840,202067,"19,738"
6850,85847,"18,078"
6851,82817,"26,703"
6853,147588,"3,646"
6854,62026,"29,100"
6855,80103,"7,892"
6856,69045,3
6870,194605,"7,316"
6877,141241,"24,677"
6878,164722,"8,043"
6880,154840,"26,647"
6883,213124,"10,179"
6890,169545,"4,306"
6896,125642,"9,110"
6897,160286,"18,071"
6901,55121,"6,828"
6902,67355,"63,406"
6903,184570,"14,499"
6905,92621,"19,649"
6906,83119,"9,088"
6907,82612,"9,016"
7001,76615,"16,836"
7002,54621,"61,841"
7003,67950,"47,601"
7004,97361,"7,029"
7005,93586,"15,592"
7006,108792,"26,231"
7008,57338,"20,706"
7009,96718,"12,358"
7010,69247,"22,927"
7011,53314,"37,338"
7012,65757,"11,283"
7013,76034,"24,990"
7014,70340,"4,795"
7016,104055,"22,578"
7017,43643,"39,249"
7018,38630,"30,594"
7020,83530,"7,829"
7021,181732,"2,154"
7022,44907,"13,255"
7023,127450,"7,145"
7024,73336,"35,421"
7026,51696,"29,850"
7027,72254,"4,154"
7028,159157,"7,348"
7029,51730,"16,801"
7030,96393,"38,577"
7031,70502,"15,180"
7032,60861,"40,512"
7033,76500,"7,673"
7034,76670,"9,328"
7035,52878,"6,738"
7036,56860,"40,907"
7039,135253,"27,403"
7040,113393,"23,979"
7041,120852,"6,627"
7042,88119,"27,032"
7043,157381,"12,106"
7044,92257,"13,567"
7045,119421,"9,853"
7046,154384,"4,295"
7047,53821,"58,090"
7050,42376,"32,754"
7052,91631,"44,917"
7054,82660,"27,521"
7055,34291,"67,808"
7057,58074,"11,583"
7058,111581,"5,252"
7059,141084,"14,263"
7060,56605,"43,336"
7062,55273,"12,911"
7063,65909,"12,453"
7064,72609,"3,819"
7065,62392,"26,501"
7066,82573,"14,598"
7067,87694,"18,070"
7068,100289,"5,297"
7069,111785,"5,957"
7070,87017,"18,111"
7071,68387,"19,381"
7072,62255,"5,917"
7073,63991,"8,716"
7074,53500,"2,749"
7075,90071,"7,632"
7076,119551,"22,720"
7077,73534,"2,788"
7078,205243,"12,918"
7079,127396,"17,150"
7080,94149,"21,789"
7081,86490,"14,663"
7082,133102,"5,186"
7083,76472,"50,661"
7086,60750,"13,501"
7087,40749,"67,088"
7088,53287,"3,526"
7090,132953,"29,646"
7092,116150,"6,643"
7093,42930,"56,576"
7094,81119,"15,931"
7095,76614,"18,737"
7102,31137,"13,096"
7103,30901,"30,606"
7104,33994,"45,737"
7105,43412,"44,034"
7106,46783,"34,115"
7107,32831,"35,992"
7108,29834,"25,006"
7109,63190,"35,954"
7110,79889,"27,386"
7111,41922,"60,630"
7112,39987,"27,039"
7114,14570,"8,903"
7201,46418,"27,865"
7202,42027,"37,325"
7203,57956,"21,275"
7204,64822,"13,281"
7205,56931,"21,736"
7206,42323,"23,260"
7208,52674,"32,113"
7302,76967,"31,104"
7304,40861,"41,745"
7305,54392,"58,533"
7306,41963,"55,565"
7307,52343,"46,026"
7310,107673,"7,065"
7311,147739,17
7401,131563,"6,675"
7405,110552,"16,725"
7407,66977,"18,925"
7410,93539,"31,638"
7416,64251,"5,831"
7417,162095,"10,421"
7418,81886,"2,194"
7419,75821,"6,831"
7420,8909,515
7421,89212,"7,751"
7422,80900,"6,925"
7423,155030,"4,090"
7424,73517,"21,847"
7430,96955,"24,068"
7432,87905,"6,948"
7435,107381,"2,692"
7436,112126,"12,465"
7438,94316,"11,536"
7439,78699,"2,658"
7440,85368,"4,672"
7442,87142,"10,640"
7444,84587,"9,234"
7446,115109,"14,360"
7450,150933,"24,926"
7452,139462,"11,569"
7456,108299,"12,382"
7457,86328,"2,485"
7458,152462,"10,953"
7460,80259,"3,641"
7461,72685,"19,016"
7462,82579,"7,331"
7463,94034,"9,585"
7465,86399,"5,253"
7470,104063,"54,066"
7480,90027,"15,916"
7481,148340,"16,516"
7501,23989,"33,500"
7502,50458,"14,914"
7503,36511,"19,191"
7504,44975,"13,056"
7505,18597,"3,892"
7506,73102,"18,153"
7508,76790,"22,017"
7512,68249,"9,469"
7513,41617,"12,818"
7514,38480,"18,221"
7522,32050,"20,482"
7524,34767,"13,144"
7601,57732,"42,679"
7603,76022,"8,249"
7604,89150,"11,662"
7605,73198,"8,922"
7606,74545,"2,184"
7607,79852,"9,513"
7608,64641,34
7620,172054,"2,182"
7621,83370,"26,237"
7624,114696,"8,382"
7626,105625,"7,711"
7627,147714,"4,845"
7628,83132,"17,474"
7630,99292,"7,145"
7631,75427,"26,116"
7632,101956,"5,335"
7640,115875,"4,740"
7641,135694,"3,391"
7642,115878,"10,056"
7643,57951,"10,801"
7644,54592,"23,980"
7645,111633,"7,045"
7646,79378,"16,402"
7647,87270,"4,844"
7648,102117,"5,757"
7649,124218,"8,047"
7650,57135,"17,032"
7652,108193,"25,739"
7656,106646,"8,689"
7657,60791,"10,830"
7660,61928,"12,873"
7661,97645,"10,946"
7662,66341,"5,528"
7663,82170,"13,152"
7666,98855,"39,343"
7670,125355,"13,871"
7675,106536,"25,991"
7676,112114,"8,920"
7677,150404,"5,777"
7701,76725,"23,144"
7702,83922,"3,590"
7703,57036,444
7704,112449,"5,971"
7711,87373,"1,935"
7712,57250,"38,749"
7716,86309,"8,676"
7717,83333,"2,244"
7718,91278,"6,205"
7719,79486,"21,995"
7720,59792,"4,793"
7721,71646,"2,557"
7722,139891,"9,471"
7723,89651,"1,523"
7724,80517,"23,476"
7726,87556,"30,892"
7727,88230,"6,099"
7728,85252,"49,764"
7730,88623,"17,994"
7731,92221,"37,811"
7732,75644,"5,418"
7733,144078,"15,749"
7734,49908,"14,146"
7735,63381,"20,714"
7737,77200,"4,287"
7738,126375,"6,191"
7739,144299,"6,157"
7740,52627,"31,658"
7746,131241,"17,733"
7747,92283,"29,140"
7748,101680,"28,419"
7750,94583,"3,604"
7751,126204,"16,692"
7753,61130,"34,159"
7755,89587,"6,740"
7756,37960,"4,262"
7757,89881,"5,497"
7758,93469,"4,842"
7760,133203,"9,754"
7762,82730,"9,218"
7764,89820,"8,258"
7801,64187,"24,525"
7803,91667,"3,664"
7820,82781,53
7821,98015,"8,941"
7822,87589,853
7823,66113,"7,062"
7825,85062,"9,219"
7826,85973,"5,955"
7827,65532,"3,824"
7828,84118,"12,833"
7830,61932,"3,766"
7832,77911,"3,676"
7833,76052,144
7834,103989,"16,870"
7836,87771,"12,147"
7838,80117,"3,121"
7840,78240,"26,710"
7842,122955,101
7843,88189,"12,678"
7846,95179,60
7847,88934,"1,638"
7848,92487,"4,699"
7849,86575,"7,429"
7850,80253,"7,052"
7851,73906,112
7852,112518,"2,504"
7853,115910,"12,938"
7856,77940,"3,708"
7857,59641,"2,982"
7860,74356,"25,496"
7863,69641,"4,218"
7865,86109,"2,151"
7866,96674,"21,610"
7869,131123,"24,662"
7870,125119,35
7871,114439,"19,259"
7874,87295,"9,303"
7876,107252,"10,957"
7878,98036,"1,109"
7880,89844,44
7881,73906,41
7882,74644,"14,228"
7885,80687,"9,606"
7901,135965,"22,066"
7920,134134,"24,282"
7921,88515,"7,864"
7922,138590,"12,371"
7924,128333,"7,161"
7926,162125,129
7927,99089,"3,115"
7928,134723,"18,148"
7930,146683,"8,013"
7931,144169,"3,323"
7932,107465,"8,653"
7933,113750,"3,290"
7934,122861,"1,476"
7935,147373,428
7936,108919,"11,388"
7939,119911,539
7940,108845,"16,643"
7945,137647,"9,419"
7946,124984,"3,231"
7950,105494,"17,528"
7960,105186,"42,917"
7961,98696,17
7970,162125,117
7974,116386,"12,003"
7976,168365,663
7977,123875,438
7979,22195,90
7980,115025,"2,257"
7981,102697,"8,392"
8001,84844,527
8002,67229,"20,631"
8003,106675,"30,721"
8004,74310,"12,130"
8005,64681,"16,845"
8006,89632,683
8007,56053,"5,368"
8008,72586,"7,863"
8009,68368,"10,889"
8010,56913,"10,587"
8011,36765,43
8012,69443,"39,080"
8014,87209,556
8015,65080,"21,053"
8016,72300,"30,957"
8019,70625,900
8020,98165,"2,141"
8021,55858,"45,515"
8022,84514,"5,225"
8023,63124,356
8026,76538,"2,435"
8027,63817,"4,870"
8028,53538,"20,156"
8029,59795,"4,935"
8030,52210,"13,491"
8031,55890,"11,623"
8033,99236,"16,405"
8034,86241,"18,576"
8035,80247,"7,627"
8036,87047,"4,011"
8037,62817,"22,494"
8038,66384,131
8039,106667,128
8041,85417,863
8042,85417,217
8043,93913,"28,123"
8045,56006,"2,679"
8046,67049,"32,968"
8048,81636,"10,512"
8049,55994,"5,432"
8050,70134,"20,744"
8051,75931,"10,211"
8052,55067,"19,088"
8053,89883,"42,277"
8054,84700,"40,221"
8055,110060,"26,424"
8056,98204,"2,589"
8057,121235,"19,291"
8059,61919,"5,363"
8060,69348,"24,252"
8061,98295,734
8062,102201,"11,465"
8063,65961,"3,256"
8064,56360,239
8065,62707,"7,092"
8066,49235,"7,351"
8067,66016,"1,722"
8068,51467,"6,734"
8069,43621,"12,428"
8070,58771,"12,938"
8071,67160,"9,829"
8072,65061,161
8073,89713,225
8074,93969,77
8075,72604,"26,374"
8077,91737,"17,370"
8078,53353,"8,396"
8079,46613,"12,016"
8080,84764,"36,440"
8081,76311,"43,747"
8083,70544,"9,684"
8084,63028,"7,271"
8085,89416,"10,848"
8086,69373,"6,657"
8087,57870,"20,242"
8088,85362,"24,310"
8089,73345,"4,164"
8090,82200,"8,400"
8091,61029,"5,288"
8092,53401,"3,016"
8093,52933,"10,057"
8094,67379,"32,776"
8095,77796,264
8096,65623,"32,649"
8097,81311,"3,305"
8098,76447,"8,325"
8102,23719,"9,865"
8103,27980,"15,898"
8104,24631,"24,308"
8105,31896,"28,164"
8106,68551,"10,308"
8107,53206,"13,515"
8108,71671,"18,542"
8109,62258,"22,787"
8110,51599,"18,513"
8201,65435,"9,167"
8202,87552,"2,235"
8203,65513,"12,595"
8204,53551,"19,449"
8205,68365,"23,816"
8210,66351,"15,100"
8212,52639,239
8215,59052,"12,495"
8217,54730,35
8221,81559,"7,187"
8223,74325,"4,203"
8224,70625,491
8225,72079,"7,756"
8226,57881,"15,376"
8230,79584,"5,704"
8232,40571,"17,964"
8234,67705,"30,072"
8241,63942,"1,034"
8242,49817,"2,918"
8243,54715,"2,836"
8244,48775,"11,666"
8246,86039,93
8247,68989,"1,205"
8248,78906,174
8251,42216,"9,718"
8260,41338,"15,343"
8270,66842,"8,337"
8302,38305,"36,458"
8310,56160,"1,650"
8311,70354,"1,859"
8312,70299,"6,966"
8317,61932,"1,274"
8318,73631,"12,227"
8319,61932,"1,125"
8321,45250,275
8322,72934,"9,594"
8326,53072,"1,447"
8328,67279,"1,417"
8330,61837,"21,735"
8332,42668,"30,056"
8340,39520,642
8341,53060,"1,826"
8343,69460,"4,189"
8344,64030,"6,378"
8345,46093,763
8346,57308,809
8349,11127,618
8350,57308,804
8352,68571,470
8353,62472,534
8360,49040,"40,552"
8361,69301,"15,613"
8401,31112,"40,509"
8402,70307,"8,194"
8403,92697,"1,156"
8406,51788,"12,919"
8501,105793,"4,655"
8502,145174,"9,232"
8505,78971,"14,208"
8510,127952,"4,276"
8511,80916,714
8512,95747,"10,305"
8514,101254,"3,449"
8515,138129,"5,176"
8518,69701,"4,932"
8520,83115,"24,468"
8525,127303,"4,900"
8527,85067,"42,446"
8528,110816,191
8530,86772,"7,302"
8533,74894,"6,080"
8534,129262,"11,628"
8535,130572,"4,713"
8536,88644,"17,773"
8540,111142,"42,391"
8542,89693,"3,952"
8550,153681,"17,673"
8551,106841,"5,283"
8553,88929,643
8554,77706,"3,648"
8555,136579,921
8558,159931,"5,312"
8559,86891,"4,984"
8560,107245,"3,438"
8561,87703,262
8562,67329,"6,499"
8608,22446,976
8609,37656,"15,001"
8610,47801,"22,846"
8611,35860,"23,398"
8618,47842,"40,562"
8619,75410,"22,638"
8620,98799,"12,072"
8628,78490,"9,321"
8629,52331,"11,152"
8638,51445,"23,119"
8640,91284,"7,390"
8641,53183,"5,116"
